Sequence,Date - Time,Frequency [MHz],Channel,Modulation,Bandwidth [KHz],SF,Coding rate,ADR,RSSI [dBm],SNR [dB],Port,Payload ,Led 3 status,Athmospheric pressure,Temperature,Altitude (Pressure based),Battery status,Latitude,Longitude,Altitude
7064,2015-07-08 14:12:40,868.1,0,LoRa,125,SF12,4/5,on,-124,-15,2,0026c50c6d03a441403f7c04103d00e6,00,26c5,0c6d,03a4,25.59 %,45.17437042884474,5.714200224185016,00e6
7058,2015-07-08 14:12:35,867.3,4,LoRa,125,SF11,4/5,on,-122,-11.5,2,0026c40c6703ac41403f7c04103d00e6,00,26c4,0c67,03ac,25.59 %,45.17437042884474,5.714200224185016,00e6
7039,2015-07-08 14:12:18,868.5,2,LoRa,125,SF9,4/5,on,-120,-3.2,2,0026c20c6003bb42403f7504104300e6,00,26c2,0c60,03bb,25.98 %,45.17429532698337,5.714328970233079,00e6
7037,2015-07-08 14:12:16,867.9,7,LoRa,125,SF11,4/5,on,-124,-5.2,2,0026c30c6003bc41403f7504104300e6,00,26c3,0c60,03bc,25.59 %,45.17429532698337,5.714328970233079,00e6
7036,2015-07-08 14:12:15,868.3,1,LoRa,125,SF12,4/5,on,-120,-13,2,0026c40c6003aa40403f7504104300e6,00,26c4,0c60,03aa,25.2 %,45.17429532698337,5.714328970233079,00e6
7031,2015-07-08 14:12:11,867.1,3,LoRa,125,SF10,4/5,on,-118,-8.5,2,0026c40c6003b141403f7304104a00e4,00,26c4,0c60,03b1,25.59 %,45.17427386930869,5.7144791739558185,00e4
7030,2015-07-08 14:12:10,867.3,4,LoRa,125,SF11,4/5,on,-120,-9,2,0026c30c6003aa40403f7304104a00e4,00,26c3,0c60,03aa,25.2 %,45.17427386930869,5.7144791739558185,00e4
7027,2015-07-08 14:12:06,867.1,3,LoRa,125,SF7,4/5,on,-119,-2.8,2,0026c50c6003a43f403f7304104a00e4,00,26c5,0c60,03a4,24.8 %,45.17427386930869,5.7144791739558185,00e4
7012,2015-07-08 14:11:53,868.1,0,LoRa,125,SF8,4/5,on,-122,-9.2,2,0026c40c6003b73f403f7304104c00e1,00,26c4,0c60,03b7,24.8 %,45.17427386930869,5.714522089305173,00e1
7011,2015-07-08 14:11:53,868.5,2,LoRa,125,SF9,4/5,on,-121,-12,2,0026c30c6703ae42403f7304104c00e1,00,26c3,0c67,03ae,25.98 %,45.17427386930869,5.714522089305173,00e1
7009,2015-07-08 14:11:51,867.9,7,LoRa,125,SF11,4/5,on,-124,-9.2,2,0026c30c6003a842403f7404104800e1,00,26c3,0c60,03a8,25.98 %,45.17428459814603,5.714436258606464,00e1
7008,2015-07-08 14:11:50,868.1,0,LoRa,125,SF12,4/5,on,-122,-7.5,2,0026c30c6703ac3f403f7404104800e1,00,26c3,0c67,03ac,24.8 %,45.17428459814603,5.714436258606464,00e1
7001,2015-07-08 14:11:44,867.9,7,LoRa,125,SF12,4/5,on,-124,-12.5,2,0026c40c6703ab41403f7404104800e1,00,26c4,0c67,03ab,25.59 %,45.17428459814603,5.714436258606464,00e1
6996,2015-07-08 14:11:39,868.1,0,LoRa,125,SF10,4/5,on,-124,-11.5,2,0026c40c6003b53f403f7104104500df,00,26c4,0c60,03b5,24.8 %,45.174252411634015,5.714371885582433,00df
6995,2015-07-08 14:11:39,867.1,3,LoRa,125,SF11,4/5,on,-122,-11,2,0026c20c6003bc42403f7104104500df,00,26c2,0c60,03bc,25.98 %,45.174252411634015,5.714371885582433,00df
6992,2015-07-08 14:11:35,868.1,0,LoRa,125,SF7,4/5,on,-122,-7.2,2,0026c30c6703aa41403f7104104500df,00,26c3,0c67,03aa,25.59 %,45.174252411634015,5.714371885582433,00df
6991,2015-07-08 14:11:34,869.25,3,LoRa,125,SF8,4/5,on,-121,-6,2,0026c30c6703ac3f403f7104104500df,00,26c3,0c67,03ac,24.8 %,45.174252411634015,5.714371885582433,00df
6989,2015-07-08 14:11:33,867.7,6,LoRa,125,SF10,4/5,on,-121,-11,2,0026c30c6703b43e403f7104104500df,00,26c3,0c67,03b4,24.41 %,45.174252411634015,5.714371885582433,00df
6987,2015-07-08 14:11:31,867.1,3,LoRa,125,SF12,4/5,on,-124,-12.8,2,0026c40c6d03ac3f403f6e04104100df,00,26c4,0c6d,03ac,24.8 %,45.174220225122,5.714286054883725,00df
6984,2015-07-08 14:11:28,868.1,0,LoRa,125,SF8,4/5,on,-124,-10,2,0026c40c6703ad42403f6e04104100df,00,26c4,0c67,03ad,25.98 %,45.174220225122,5.714286054883725,00df
6980,2015-07-08 14:11:25,868.3,1,LoRa,125,SF12,4/5,on,-122,-12.2,2,0026c20c7903c342403f6e04104100df,00,26c2,0c79,03c3,25.98 %,45.174220225122,5.714286054883725,00df
6974,2015-07-08 14:11:20,867.3,4,LoRa,125,SF11,4/5,on,-120,-10.8,2,0026c10c7303c140403f6e04104100df,00,26c1,0c73,03c1,25.2 %,45.174220225122,5.714286054883725,00df
6973,2015-07-08 14:11:18,867.7,6,LoRa,125,SF12,4/5,on,-122,-8.8,2,0026c10c7903c842403f6e04104100df,00,26c1,0c79,03c8,25.98 %,45.174220225122,5.714286054883725,00df
6889,2015-07-08 14:10:02,867.9,7,LoRa,125,SF12,4/5,on,-124,-13.8,2,0026c00c8003cc3d403db3040ffd00e6,00,26c0,0c80,03cc,24.02 %,45.16946735018102,5.712826933005682,00e6
6871,2015-07-08 14:09:46,867.1,3,LoRa,125,SF9,4/5,on,-122,-11.5,2,0026bf0c7303d53e403dae040ffe00e6,00,26bf,0c73,03d5,24.41 %,45.16941370599433,5.712848390680359,00e6
6869,2015-07-08 14:09:45,867.7,6,LoRa,125,SF11,4/5,on,-122,-14.2,2,0026bf0c7903ca40403dae040ffe00e6,00,26bf,0c79,03ca,25.2 %,45.16941370599433,5.712848390680359,00e6
6868,2015-07-08 14:09:43,868.1,0,LoRa,125,SF12,4/5,on,-121,-14.2,2,0026c00c8003d23f403dae040ffe00e6,00,26c0,0c80,03d2,24.8 %,45.16941370599433,5.712848390680359,00e6
6765,2015-07-08 14:08:11,867.9,7,LoRa,125,SF10,4/5,on,-124,-10.8,2,0026bc0cb803e93e403baa040fad00e2,00,26bc,0cb8,03e9,24.41 %,45.16387762592764,5.711110319031515,00e2
6735,2015-07-08 14:07:43,867.1,3,LoRa,125,SF12,4/5,on,-121,-18.2,2,0026be0cc403de3e403b9f040faa00e2,00,26be,0cc4,03de,24.41 %,45.163759608716916,5.711045946007483,00e2
6694,2015-07-08 14:07:07,867.3,4,LoRa,125,SF11,4/5,on,-122,-15.2,2,0026b90cbe03f83e403ab2040f8000e1,00,26b9,0cbe,03f8,24.41 %,45.16121687426768,5.710144723671045,00e1
6693,2015-07-08 14:07:05,867.9,7,LoRa,125,SF12,4/5,on,-122,-10,2,0026bb0cc403f841403ab2040f8000e1,00,26bb,0cc4,03f8,25.59 %,45.16121687426768,5.710144723671045,00e1
6689,2015-07-08 14:07:02,867.7,6,LoRa,125,SF9,4/5,on,-122,-11.5,2,0026bb0cbe03fe3f403ab2040f8000e1,00,26bb,0cbe,03fe,24.8 %,45.16121687426768,5.710144723671045,00e1
6687,2015-07-08 14:07:00,867.1,3,LoRa,125,SF11,4/5,on,-121,-14.8,2,0026bb0cc403f441403a8f040f7800e4,00,26bb,0cc4,03f4,25.59 %,45.16084136496083,5.709973062273629,00e4
6680,2015-07-08 14:06:54,868.1,0,LoRa,125,SF11,4/5,on,-124,-12.5,2,0026ba0cbe03fa3f403a8f040f7800e4,00,26ba,0cbe,03fa,24.8 %,45.16084136496083,5.709973062273629,00e4
6679,2015-07-08 14:06:53,867.1,3,LoRa,125,SF12,4/5,on,-122,-13.5,2,0026bc0cc403fc40403a32040f6900e1,00,26bc,0cc4,03fc,25.2 %,45.159843583088346,5.709651197153472,00e1
6673,2015-07-08 14:06:48,867.7,6,LoRa,125,SF11,4/5,on,-121,-10.2,2,0026b80cc403fd40403a32040f6900e1,00,26b8,0cc4,03fd,25.2 %,45.159843583088346,5.709651197153472,00e1
6665,2015-07-08 14:06:40,867.1,7,LoRa,125,SF12,4/5,on,-121,-10,2,0026ba0cc403f83f4039d1040f5d00e1,00,26ba,0cc4,03f8,24.8 %,45.15880288586651,5.709393705057347,00e1
6610,2015-07-08 14:05:51,869.25,7,LoRa,125,SF11,4/5,on,-124,-13,2,0026b80cbe041d4140388f040f2200e7,00,26b8,0cbe,041d,25.59 %,45.155348200243495,5.7081277022513985,00e7
6560,2015-07-08 14:05:05,868.5,2,LoRa,125,SF12,4/5,on,-122,-10.5,2,0026b50ccb042c3f40373b040eea00ef,00,26b5,0ccb,042c,24.8 %,45.15170039554839,5.706926072469481,00ef
6554,2015-07-08 14:05:00,867.9,7,LoRa,125,SF11,4/5,on,-124,-11.8,2,0026b60cc4041640403739040eea00ef,00,26b6,0cc4,0416,25.2 %,45.15167893787371,5.706926072469481,00ef
6553,2015-07-08 14:04:59,868.3,1,LoRa,125,SF12,4/5,on,-122,-10.8,2,0026b80cc404163e403739040eea00ef,00,26b8,0cc4,0416,24.41 %,45.15167893787371,5.706926072469481,00ef
6549,2015-07-08 14:04:55,868.1,0,LoRa,125,SF9,4/5,on,-122,-11.8,2,0026b70cc4041641403739040eea00ef,00,26b7,0cc4,0416,25.59 %,45.15167893787371,5.706926072469481,00ef
6548,2015-07-08 14:04:55,867.1,3,LoRa,125,SF10,4/5,on,-122,-15.8,2,0026b70ccb04193f403739040eea00ef,00,26b7,0ccb,0419,24.8 %,45.15167893787371,5.706926072469481,00ef
6547,2015-07-08 14:04:54,867.3,4,LoRa,125,SF11,4/5,on,-121,-8.5,2,0026b60cbe04253f403739040eea00ef,00,26b6,0cbe,0425,24.8 %,45.15167893787371,5.706926072469481,00ef
6546,2015-07-08 14:04:53,867.9,7,LoRa,125,SF12,4/5,on,-122,-13.5,2,0026b60ccb042241403728040ee700f0,00,26b6,0ccb,0422,25.59 %,45.151496547638956,5.70686169944545,00f0
6540,2015-07-08 14:04:48,867.25,3,LoRa,125,SF11,4/5,on,-124,-11,2,0026b70cc4041f3f403728040ee700f0,00,26b7,0cc4,041f,24.8 %,45.151496547638956,5.70686169944545,00f0
6534,2015-07-08 14:04:42,867.9,7,LoRa,125,SF10,4/5,on,-124,-8.2,2,0026b70cc4041d41403728040ee700f0,00,26b7,0cc4,041d,25.59 %,45.151496547638956,5.70686169944545,00f0
6532,2015-07-08 14:04:40,868.5,2,LoRa,125,SF12,4/5,on,-122,-12.5,2,0026b70cc4041d414036d9040ed900f2,00,26b7,0cc4,041d,25.59 %,45.15064896948921,5.706561291999971,00f2
6504,2015-07-08 14:04:15,868.5,2,LoRa,125,SF12,4/5,on,-120,-16,2,0026b30cc4043b41403633040ebd00f1,00,26b3,0cc4,043b,25.59 %,45.14886798249101,5.705960477109012,00f1
6491,2015-07-08 14:04:03,867.3,4,LoRa,125,SF11,4/5,on,-121,-9.2,2,0026b30cbe04344040362d040ebd00f1,00,26b3,0cbe,0434,25.2 %,45.14880360946698,5.705960477109012,00f1
6490,2015-07-08 14:04:02,867.7,6,LoRa,125,SF12,4/5,on,-121,-11.5,2,0026b40cc4042e3e40360f040eb900f2,00,26b4,0cc4,042e,24.41 %,45.148481744346824,5.705874646410304,00f2
6484,2015-07-08 14:03:57,868.6,3,LoRa,125,SF11,4/5,on,-122,-12,2,0026b50cc4042a4040360f040eb900f2,00,26b5,0cc4,042a,25.2 %,45.148481744346824,5.705874646410304,00f2
6470,2015-07-08 14:03:44,867.7,6,LoRa,125,SF11,4/5,on,-122,-11.5,2,0026b20cbe04493e4035ae040ea800f2,00,26b2,0cbe,0449,24.41 %,45.147441047124985,5.705509865940793,00f2
6456,2015-07-08 14:03:32,867.5,3,LoRa,125,SF11,4/5,on,-122,-14.5,2,0026b30cbe04354040354c040e9700ee,00,26b3,0cbe,0435,25.2 %,45.14638962106581,5.705145085471282,00ee
6455,2015-07-08 14:03:31,867.3,4,LoRa,125,SF12,4/5,on,-121,-14,2,0026b20ccb04483e40354c040e9700ee,00,26b2,0ccb,0448,24.41 %,45.14638962106581,5.705145085471282,00ee
6420,2015-07-08 14:02:59,868.5,2,LoRa,125,SF12,4/5,on,-124,-13,2,0026b30cc4043b40403511040e8c00e8,00,26b3,0cc4,043b,25.2 %,45.14575661966283,5.704909051049834,00e8
6414,2015-07-08 14:02:54,867.9,7,LoRa,125,SF11,4/5,on,-122,-14,2,0026b20cbe044040403511040e8c00e8,00,26b2,0cbe,0440,25.2 %,45.14575661966283,5.704909051049834,00e8
6406,2015-07-08 14:02:46,867.9,7,LoRa,125,SF12,4/5,on,-124,-14.2,2,0026b20cc40449404034f2040e8700ec,00,26b2,0cc4,0449,25.2 %,45.14542402570534,5.704801762676449,00ec
6294,2015-07-08 14:01:05,867.9,7,LoRa,125,SF12,4/5,on,-122,-14.8,2,0026ad0cbe046d3e403233040e1100f2,00,26ad,0cbe,046d,24.41 %,45.13788165305634,5.702269757064552,00f2
6168,2015-07-08 13:59:11,867.1,3,LoRa,125,SF12,4/5,on,-122,-14.8,2,0026a90ca5049840402fea040db100f1,00,26a9,0ca5,0498,25.2 %,45.13160528321329,5.700209820295551,00f1
6105,2015-07-08 13:58:14,868.1,0,LoRa,125,SF12,4/5,on,-124,-16.2,2,0026a70c92049f41402e9c040d7700f2,00,26a7,0c92,049f,25.59 %,45.128021851542215,5.698965275164279,00f2
6099,2015-07-08 13:58:09,867.3,4,LoRa,125,SF11,4/5,on,-122,-12.2,2,0026a50c8c04ab3e402e74040d7000f3,00,26a5,0c8c,04ab,24.41 %,45.12759269804867,5.6988150714415395,00f3
6098,2015-07-08 13:58:08,867.9,7,LoRa,125,SF12,4/5,on,-124,-12.5,2,0026a70c8c049c40402e74040d7000f3,00,26a7,0c8c,049c,25.2 %,45.12759269804867,5.6988150714415395,00f3
6063,2015-07-08 13:57:37,867.3,4,LoRa,125,SF12,4/5,on,-122,-18.8,2,0026a60c8004b540402de8040d5a00f2,00,26a6,0c80,04b5,25.2 %,45.126090660821276,5.6983430025986435,00f2
5966,2015-07-08 13:56:09,867.7,6,LoRa,125,SF11,4/5,on,-122,-18.5,2,0026a60c7304a43e402de9040d5b00f3,00,26a6,0c73,04a4,24.41 %,45.126101389658615,5.6983644602733206,00f3
5958,2015-07-08 13:56:02,867.7,6,LoRa,125,SF12,4/5,on,-124,-18.5,2,0026a70c7304a83e402de9040d5b00f3,00,26a7,0c73,04a8,24.41 %,45.126101389658615,5.6983644602733206,00f3
5860,2015-07-08 13:54:33,868.5,2,LoRa,125,SF12,4/5,on,-122,-18,2,0026a60c3504a63e402de8040d5700f4,00,26a6,0c35,04a6,24.41 %,45.126090660821276,5.698278629574612,00f4
5854,2015-07-08 13:54:28,867.7,6,LoRa,125,SF11,4/5,on,-121,-12.5,2,0026a50c2204b33d402de8040d5700f4,00,26a5,0c22,04b3,24.02 %,45.126090660821276,5.698278629574612,00f4
5846,2015-07-08 13:54:21,867.9,7,LoRa,125,SF12,4/5,on,-124,-17.8,2,0026a60c2804aa40402de8040d5700f4,00,26a6,0c28,04aa,25.2 %,45.126090660821276,5.698278629574612,00f4
5840,2015-07-08 13:54:16,867.1,3,LoRa,125,SF11,4/5,on,-124,-13.2,2,0026a60c1c04a440402de8040d5700f4,00,26a6,0c1c,04a4,25.2 %,45.126090660821276,5.698278629574612,00f4
5839,2015-07-08 13:54:14,867.3,4,LoRa,125,SF12,4/5,on,-120,-12.5,2,0026a70c2204a43e402de8040d5700f4,00,26a7,0c22,04a4,24.41 %,45.126090660821276,5.698278629574612,00f4
5822,2015-07-08 13:53:59,867.9,7,LoRa,125,SF8,4/5,on,-124,-8.2,2,0026a50c1504b342402de8040d5a00f5,00,26a5,0c15,04b3,25.98 %,45.126090660821276,5.6983430025986435,00f5
5821,2015-07-08 13:53:58,868.1,0,LoRa,125,SF9,4/5,on,-124,-12,2,0026a50c1504b23f402de8040d5a00f5,00,26a5,0c15,04b2,24.8 %,45.126090660821276,5.6983430025986435,00f5
5812,2015-07-08 13:53:50,868.5,2,LoRa,125,SF11,4/5,on,-120,-15.8,2,0026a60c1504aa3f402ddb040d5700f3,00,26a6,0c15,04aa,24.8 %,45.125951185935875,5.698278629574612,00f3
5805,2015-07-08 13:53:44,868.3,1,LoRa,125,SF11,4/5,on,-121,-14.5,2,0026a50c1504b03e402ddb040d5700f3,00,26a5,0c15,04b0,24.41 %,45.125951185935875,5.698278629574612,00f3
5721,2015-07-08 13:52:28,868.1,0,LoRa,125,SF11,4/5,on,-124,-11.2,2,0026a70c2204a03f402e21040d5100fb,00,26a7,0c22,04a0,24.8 %,45.126702204549574,5.69814988352655,00fb
5636,2015-07-08 13:51:11,867.1,3,LoRa,125,SF12,4/5,on,-122,-18.8,2,0026a80c22049041402e86040d6100fa,00,26a8,0c22,0490,25.59 %,45.12778581712077,5.698493206321383,00fa
5629,2015-07-08 13:51:05,868.1,0,LoRa,125,SF12,4/5,on,-122,-17,2,0026a80c2204953e402e86040d6100fa,00,26a8,0c22,0495,24.41 %,45.12778581712077,5.698493206321383,00fa
5539,2015-07-08 13:49:44,867.3,4,LoRa,125,SF11,4/5,on,-121,-14.2,2,0026a90c41049340402ee9040d7200eb,00,26a9,0c41,0493,25.2 %,45.12884797201728,5.698857986790894,00eb
5491,2015-07-08 13:49:00,867.3,4,LoRa,125,SF10,4/5,on,-122,-13.8,2,0026a80c54048d3e402f25040d7b00da,00,26a8,0c54,048d,24.41 %,45.129491702257596,5.699051105862988,00da
5483,2015-07-08 13:48:53,867.3,4,LoRa,125,SF11,4/5,on,-121,-14.2,2,0026a80c5404993f402f25040d7b00da,00,26a8,0c54,0499,24.8 %,45.129491702257596,5.699051105862988,00da
5475,2015-07-08 13:48:46,867.3,4,LoRa,125,SF12,4/5,on,-122,-14.2,2,0026a90c5a049440402f31040d7d00d9,00,26a9,0c5a,0494,25.2 %,45.12962044830566,5.699094021212342,00d9
5353,2015-07-08 13:46:55,868.1,0,LoRa,125,SF8,4/5,on,-122,-7.2,2,0026a90c35048d3e402fbf040d9400d9,00,26a9,0c35,048d,24.41 %,45.13114394320773,5.699587547729915,00d9
5279,2015-07-08 13:45:49,867.3,4,LoRa,125,SF12,4/5,on,-121,-14.8,2,0026ab0c09047d4140301b040da500f0,00,26ab,0c09,047d,25.59 %,45.13213099624288,5.6999523281994255,00f0
5238,2015-07-08 13:45:12,869.4,7,LoRa,125,SF11,4/5,on,-121,-14.8,2,0026a90bdd04843f403054040dad00f7,00,26a9,0bdd,0484,24.8 %,45.132742539971176,5.700123989596842,00f7
5195,2015-07-08 13:44:33,867.9,7,LoRa,125,SF12,4/5,on,-124,-13.8,2,0026a60bc404933f403084040db500ef,00,26a6,0bc4,0493,24.8 %,45.133257524163426,5.700295650994259,00ef
5147,2015-07-08 13:43:50,868.6,7,LoRa,125,SF11,4/5,on,-121,-15,2,0026a90bb10489414030b4040dbe00ea,00,26a9,0bb1,0489,25.59 %,45.133772508355676,5.700488770066353,00ea
5139,2015-07-08 13:43:42,867.9,7,LoRa,125,SF12,4/5,on,-121,-10.2,2,0026ab0bb80481414030b5040dbe00ea,00,26ab,0bb8,0481,25.59 %,45.133783237193015,5.700488770066353,00ea
5134,2015-07-08 13:43:38,868.1,0,LoRa,125,SF10,4/5,on,-124,-8.8,2,0026ab0bb10483414030b5040dbe00ea,00,26ab,0bb1,0483,25.59 %,45.133783237193015,5.700488770066353,00ea
5133,2015-07-08 13:43:37,867.1,3,LoRa,125,SF11,4/5,on,-122,-11.8,2,0026aa0bb804823f4030b5040dbe00ea,00,26aa,0bb8,0482,24.8 %,45.133783237193015,5.700488770066353,00ea
5126,2015-07-08 13:43:31,868.1,0,LoRa,125,SF11,4/5,on,-121,-8.8,2,0026ab0bbe047f414030b5040dbe00ea,00,26ab,0bbe,047f,25.59 %,45.133783237193015,5.700488770066353,00ea
5125,2015-07-08 13:43:30,868.5,2,LoRa,125,SF12,4/5,on,-122,-12,2,0026ac0bca04783f4030b5040dbe00ea,00,26ac,0bca,0478,24.8 %,45.133783237193015,5.700488770066353,00ea
5118,2015-07-08 13:43:23,868.3,1,LoRa,125,SF12,4/5,on,-122,-12.2,2,0026ac0be304783e4030b5040dbe00ea,00,26ac,0be3,0478,24.41 %,45.133783237193015,5.700488770066353,00ea
5114,2015-07-08 13:43:20,868.1,0,LoRa,125,SF9,4/5,on,-124,-11.5,2,0026aa0be30475404030b5040dbe00ea,00,26aa,0be3,0475,25.2 %,45.133783237193015,5.700488770066353,00ea
5112,2015-07-08 13:43:18,867.3,4,LoRa,125,SF11,4/5,on,-122,-15.8,2,0026ac0bea0479414030b5040dbe00ea,00,26ac,0bea,0479,25.59 %,45.133783237193015,5.700488770066353,00ea
5111,2015-07-08 13:43:17,867.7,6,LoRa,125,SF12,4/5,on,-124,-16,2,0026ab0bf00477414030b5040dbe00ea,00,26ab,0bf0,0477,25.59 %,45.133783237193015,5.700488770066353,00ea
5108,2015-07-08 13:43:14,867.5,5,LoRa,125,SF8,4/5,on,-122,-10.8,2,0026ab0bf0047f3f4030b5040dbe00ea,00,26ab,0bf0,047f,24.8 %,45.133783237193015,5.700488770066353,00ea
5013,2015-07-08 13:41:49,868.5,2,LoRa,125,SF12,4/5,on,-121,-14.2,2,0026ac0bd1047d414030db040dc800e2,00,26ac,0bd1,047d,25.59 %,45.13419093301188,5.700703346813124,00e2
4864,2015-07-08 13:39:33,867.3,4,LoRa,125,SF7,4/5,on,-122,-7,2,0026ac0b9804794240316b040ddc00f3,00,26ac,0b98,0479,25.98 %,45.13573588558863,5.701132500306666,00f3
4862,2015-07-08 13:39:32,868.1,0,LoRa,125,SF9,4/5,on,-121,-8.5,2,0026ab0b98047e4240316b040ddc00f3,00,26ab,0b98,047e,25.98 %,45.13573588558863,5.701132500306666,00f3
4747,2015-07-08 13:37:48,867.7,6,LoRa,125,SF12,4/5,on,-122,-13.8,2,0026af0bbe04653e4031f4040df500e4,00,26af,0bbe,0465,24.41 %,45.13720573630401,5.701668942173593,00e4
4733,2015-07-08 13:37:36,867.75,3,LoRa,125,SF12,4/5,on,-124,-15.2,2,0026ae0bb1046242403203040df800e4,00,26ae,0bb1,0462,25.98 %,45.13736666886409,5.701733315197624,00e4
4712,2015-07-08 13:37:17,867.3,4,LoRa,125,SF12,4/5,on,-122,-16.2,2,0026ad0bb104633f40321c040dfb00e8,00,26ad,0bb1,0463,24.8 %,45.13763488979755,5.701797688221656,00e8
4685,2015-07-08 13:36:53,867.9,3,LoRa,125,SF11,4/5,on,-122,-13,2,0026ad0ba5046641403237040e0100ec,00,26ad,0ba5,0466,25.59 %,45.137924568405694,5.701926434269718,00ec
4659,2015-07-08 13:36:29,867.9,7,LoRa,125,SF9,4/5,on,-122,-10,2,0026ad0ba504654040324f040e0300f3,00,26ad,0ba5,0465,25.2 %,45.13818206050182,5.701969349619072,00f3
4583,2015-07-08 13:35:20,867.9,7,LoRa,125,SF8,4/5,on,-125,-10.8,2,0026b10b9204484240328e040e1100e3,00,26b1,0b92,0448,25.98 %,45.13885797725415,5.702269757064552,00e3
4579,2015-07-08 13:35:17,867.7,6,LoRa,125,SF12,4/5,on,-122,-8.8,2,0026b10b92044d4240328e040e1100e3,00,26b1,0b92,044d,25.98 %,45.13885797725415,5.702269757064552,00e3
4575,2015-07-08 13:35:13,867.9,7,LoRa,125,SF9,4/5,on,-124,-8,2,0026b00b98044d3f40328e040e1100e3,00,26b0,0b98,044d,24.8 %,45.13885797725415,5.702269757064552,00e3
4517,2015-07-08 13:34:21,868.5,2,LoRa,125,SF11,4/5,on,-121,-14.5,2,0026b10b98044e424032d4040e1b00d0,00,26b1,0b98,044e,25.98 %,45.139608995867846,5.702484333811323,00d0
4502,2015-07-08 13:34:07,868.1,0,LoRa,125,SF12,4/5,on,-124,-15.5,2,0026b20bb1043e424032e0040e1d00d1,00,26b2,0bb1,043e,25.98 %,45.13973774191591,5.702527249160677,00d1
4458,2015-07-08 13:33:27,868.1,0,LoRa,125,SF7,4/5,on,-122,-8.8,2,0026b10bab044841403314040e2300d3,00,26b1,0bab,0448,25.59 %,45.14029564145751,5.7026559952087394,00d3
4447,2015-07-08 13:33:18,869.4,7,LoRa,125,SF11,4/5,on,-124,-13,2,0026b20b9f04424040331f040e2600d4,00,26b2,0b9f,0442,25.2 %,45.14041365866824,5.702720368232771,00d4
4391,2015-07-08 13:32:27,867.9,7,LoRa,125,SF11,4/5,on,-122,-12.2,2,0026b40b86042f4240335b040e2f00c8,00,26b4,0b86,042f,25.98 %,45.14105738890855,5.702913487304865,00c8
4380,2015-07-08 13:32:17,867.3,4,LoRa,125,SF8,4/5,on,-120,-10.5,2,0026b30b8c043540403363040e3300c7,00,26b3,0b8c,0435,25.2 %,45.14114321960726,5.702999318003573,00c7
4356,2015-07-08 13:31:56,867.3,4,LoRa,125,SF11,4/5,on,-122,-13.5,2,0026b50b7f042c3f403385040e3700c7,00,26b5,0b7f,042c,24.8 %,45.14150800007677,5.703085148702281,00c7
4341,2015-07-08 13:31:42,868.5,2,LoRa,125,SF12,4/5,on,-122,-15,2,0026b40b73042e4240339e040e3900ce,00,26b4,0b73,042e,25.98 %,45.14177622101023,5.7031280640516355,00ce
4323,2015-07-08 13:31:26,867.9,7,LoRa,125,SF9,4/5,on,-123,-11,2,0026b30b6d04333e4033a8040e3d00d0,00,26b3,0b6d,0433,24.41 %,45.14188350938362,5.703213894750344,00d0
4293,2015-07-08 13:30:59,867.1,3,LoRa,125,SF11,4/5,on,-122,-12.5,2,0026b40b540440414033d1040e4500db,00,26b4,0b54,0440,25.59 %,45.1423233917145,5.703385556147761,00db
4285,2015-07-08 13:30:51,868.5,2,LoRa,125,SF12,4/5,on,-121,-16,2,0026b50b540447414033dd040e4700e0,00,26b5,0b54,0447,25.59 %,45.14245213776256,5.703428471497115,00e0
4274,2015-07-08 13:30:41,868.1,0,LoRa,125,SF9,4/5,on,-121,-11,2,0026b40b470453414033ea040e4800e4,00,26b4,0b47,0453,25.59 %,45.14259161264796,5.703449929171792,00e4
4265,2015-07-08 13:30:34,867.5,3,LoRa,125,SF11,4/5,on,-121,-9.5,2,0026b30b3b04333f4033ea040e4800e4,00,26b3,0b3b,0433,24.8 %,45.14259161264796,5.703449929171792,00e4
4251,2015-07-08 13:30:21,867.7,6,LoRa,125,SF11,4/5,on,-121,-15.2,2,0026b00b3b04423f40340c040e4b00e6,00,26b0,0b3b,0442,24.8 %,45.14295639311747,5.703514302195823,00e6
4117,2015-07-08 13:28:20,867.1,3,LoRa,125,SF12,4/5,on,-124,-13.2,2,0026b50af0042141403498040e700102,00,26b5,0af0,0421,25.59 %,45.14445843034487,5.704308236158876,0102
4075,2015-07-08 13:27:42,867.9,7,LoRa,125,SF12,4/5,on,-124,-15.5,2,0026b50af004243f4034ce040e7400f3,00,26b5,0af0,0424,24.8 %,45.14503778756115,5.704394066857584,00f3
4068,2015-07-08 13:27:35,867.3,4,LoRa,125,SF12,4/5,on,-121,-18.8,2,0026b50ae30425424034ce040e7400f3,00,26b5,0ae3,0425,25.98 %,45.14503778756115,5.704394066857584,00f3
4033,2015-07-08 13:27:04,869.25,3,LoRa,125,SF12,4/5,on,-122,-16.8,2,0026b30b3b043d414034ee040e7500ea,00,26b3,0b3b,043d,25.59 %,45.145381110355984,5.704415524532261,00ea
4020,2015-07-08 13:26:52,867.3,4,LoRa,125,SF11,4/5,on,-122,-12,2,0026b40b3b042f424034fd040e7700e9,00,26b4,0b3b,042f,25.98 %,45.14554204291606,5.704458439881615,00e9
4006,2015-07-08 13:26:40,868.1,0,LoRa,125,SF11,4/5,on,-122,-11.8,2,0026b60b2e042441403510040e7d00ea,00,26b6,0b2e,0424,25.59 %,45.145745890825495,5.704587185929678,00ea
