Sequence,Date - Time,Frequency [MHz],Channel,Modulation,Bandwidth [KHz],SF,Coding rate,ADR,RSSI [dBm],SNR [dB],Port,Payload ,Led 3 status,Athmospheric pressure,Temperature,Altitude (Pressure based),Battery status,Latitude,Longitude,Altitude
7099,2015-07-08 14:13:12,867.1,3,LoRa,125,SF12,4/5,on,-122,-10.8,2,0026c50c54039b41403f7d04103d00e6,00,26c5,0c54,039b,25.59 %,45.17438115768208,5.714200224185016,00e6
7097,2015-07-08 14:13:09,867.9,7,LoRa,125,SF7,4/5,on,-122,-6.8,2,0026c50c54039c42403f7d04103d00e6,00,26c5,0c54,039c,25.98 %,45.17438115768208,5.714200224185016,00e6
7095,2015-07-08 14:13:08,867.1,3,LoRa,125,SF9,4/5,on,-122,-12.5,2,0026c40c5403a340403f7d04103d00e6,00,26c4,0c54,03a3,25.2 %,45.17438115768208,5.714200224185016,00e6
7094,2015-07-08 14:13:08,867.5,5,LoRa,125,SF10,4/5,on,-120,-15.8,2,0026c50c5a03a63f403f7d04103d00e6,00,26c5,0c5a,03a6,24.8 %,45.17438115768208,5.714200224185016,00e6
7093,2015-07-08 14:13:07,867.9,7,LoRa,125,SF11,4/5,on,-124,-11.2,2,0026c40c54039e42403f7d04103d00e6,00,26c4,0c54,039e,25.98 %,45.17438115768208,5.714200224185016,00e6
7085,2015-07-08 14:12:59,867.9,7,LoRa,125,SF12,4/5,on,-125,-11.2,2,0026c50c6d03a440403f7d04103d00e6,00,26c5,0c6d,03a4,25.2 %,45.17438115768208,5.714200224185016,00e6
7081,2015-07-08 14:12:56,867.7,6,LoRa,125,SF9,4/5,on,-122,-11,2,0026c50c6703a041403f7d04103d00e6,00,26c5,0c67,03a0,25.59 %,45.17438115768208,5.714200224185016,00e6
7079,2015-07-08 14:12:54,868.5,2,LoRa,125,SF11,4/5,on,-122,-12.5,2,0026c40c6703af42403f7d04103d00e6,00,26c4,0c67,03af,25.98 %,45.17438115768208,5.714200224185016,00e6
7078,2015-07-08 14:12:53,867.5,5,LoRa,125,SF12,4/5,on,-121,-14,2,0026c50c6703a241403f7d04103d00e6,00,26c5,0c67,03a2,25.59 %,45.17438115768208,5.714200224185016,00e6
7073,2015-07-08 14:12:49,867.7,6,LoRa,125,SF10,4/5,on,-122,-12.2,2,0026c40c6703ab40403f7d04103d00e6,00,26c4,0c67,03ab,25.2 %,45.17438115768208,5.714200224185016,00e6
7072,2015-07-08 14:12:48,868.1,0,LoRa,125,SF11,4/5,on,-124,-13.5,2,0026c20c6703a842403f7d04103d00e6,00,26c2,0c67,03a8,25.98 %,45.17438115768208,5.714200224185016,00e6
7071,2015-07-08 14:12:47,867.1,3,LoRa,125,SF12,4/5,on,-122,-8.8,2,0026c50c6703a640403f7d04103d00e6,00,26c5,0c67,03a6,25.2 %,45.17438115768208,5.714200224185016,00e6
7068,2015-07-08 14:12:44,868.1,0,LoRa,125,SF8,4/5,on,-122,-11.2,2,0026c40c6703a23f403f7d04103d00e6,00,26c4,0c67,03a2,24.8 %,45.17438115768208,5.714200224185016,00e6
7067,2015-07-08 14:12:43,867.1,3,LoRa,125,SF9,4/5,on,-121,-10.2,2,0026c40c6703a740403f7d04103d00e6,00,26c4,0c67,03a7,25.2 %,45.17438115768208,5.714200224185016,00e6
7066,2015-07-08 14:12:42,867.3,4,LoRa,125,SF10,4/5,on,-120,-12,2,0026c50c6703a541403f7d04103d00e6,00,26c5,0c67,03a5,25.59 %,45.17438115768208,5.714200224185016,00e6
7065,2015-07-08 14:12:42,867.9,7,LoRa,125,SF11,4/5,on,-123,-9,2,0026c40c6003a741403f7c04103d00e6,00,26c4,0c60,03a7,25.59 %,45.17437042884474,5.714200224185016,00e6
7064,2015-07-08 14:12:40,868.1,0,LoRa,125,SF12,4/5,on,-122,-13.5,2,0026c50c6d03a441403f7c04103d00e6,00,26c5,0c6d,03a4,25.59 %,45.17437042884474,5.714200224185016,00e6
7061,2015-07-08 14:12:37,868.75,7,LoRa,125,SF8,4/5,on,-121,-9.8,2,0026c40c6703ac41403f7c04103d00e6,00,26c4,0c67,03ac,25.59 %,45.17437042884474,5.714200224185016,00e6
7054,2015-07-08 14:12:31,867.3,4,LoRa,125,SF8,4/5,on,-122,-9.8,2,0026c60c6703993f403f7a04103e00e7,00,26c6,0c67,0399,24.8 %,45.17434897117006,5.714221681859693,00e7
7053,2015-07-08 14:12:30,867.7,6,LoRa,125,SF9,4/5,on,-120,-11.2,2,0026c60c60038f41403f7a04103e00e7,00,26c6,0c60,038f,25.59 %,45.17434897117006,5.714221681859693,00e7
7052,2015-07-08 14:12:30,868.3,1,LoRa,125,SF10,4/5,on,-120,-11.5,2,0026c50c60039642403f7a04103e00e7,00,26c5,0c60,0396,25.98 %,45.17434897117006,5.714221681859693,00e7
7039,2015-07-08 14:12:18,868.5,2,LoRa,125,SF9,4/5,on,-121,-6.2,2,0026c20c6003bb42403f7504104300e6,00,26c2,0c60,03bb,25.98 %,45.17429532698337,5.714328970233079,00e6
7022,2015-07-08 14:12:02,867.5,5,LoRa,125,SF12,4/5,on,-120,-12.8,2,0026c40c6703ac41403f7304104c00e1,00,26c4,0c67,03ac,25.59 %,45.17427386930869,5.714522089305173,00e1
7015,2015-07-08 14:11:56,867.1,3,LoRa,125,SF12,4/5,on,-122,-13.2,2,0026c40c6703ae3f403f7304104c00e1,00,26c4,0c67,03ae,24.8 %,45.17427386930869,5.714522089305173,00e1
7009,2015-07-08 14:11:51,867.9,7,LoRa,125,SF11,4/5,on,-121,-13,2,0026c30c6003a842403f7404104800e1,00,26c3,0c60,03a8,25.98 %,45.17428459814603,5.714436258606464,00e1
7002,2015-07-08 14:11:45,867.5,5,LoRa,125,SF11,4/5,on,-116,-14,2,0026c30c6003b340403f7404104800e1,00,26c3,0c60,03b3,25.2 %,45.17428459814603,5.714436258606464,00e1
6995,2015-07-08 14:11:38,867.1,3,LoRa,125,SF11,4/5,on,-122,-14.5,2,0026c20c6003bc42403f7104104500df,00,26c2,0c60,03bc,25.98 %,45.174252411634015,5.714371885582433,00df
6994,2015-07-08 14:11:37,867.5,5,LoRa,125,SF12,4/5,on,-119,-11.5,2,0026c40c6703af3f403f7104104500df,00,26c4,0c67,03af,24.8 %,45.174252411634015,5.714371885582433,00df
6990,2015-07-08 14:11:34,867.5,5,LoRa,125,SF9,4/5,on,-121,-10,2,0026c20c6703af40403f7104104500df,00,26c2,0c67,03af,25.2 %,45.174252411634015,5.714371885582433,00df
6987,2015-07-08 14:11:31,867.1,3,LoRa,125,SF12,4/5,on,-122,-10.8,2,0026c40c6d03ac3f403f6e04104100df,00,26c4,0c6d,03ac,24.8 %,45.174220225122,5.714286054883725,00df
6981,2015-07-08 14:11:26,867.7,6,LoRa,125,SF11,4/5,on,-116,-5.8,2,0026c50c6d039f41403f6e04104100df,00,26c5,0c6d,039f,25.59 %,45.174220225122,5.714286054883725,00df
6980,2015-07-08 14:11:24,868.3,1,LoRa,125,SF12,4/5,on,-120,-13.5,2,0026c20c7903c342403f6e04104100df,00,26c2,0c79,03c3,25.98 %,45.174220225122,5.714286054883725,00df
6975,2015-07-08 14:11:20,868.5,2,LoRa,125,SF10,4/5,on,-121,-7.8,2,0026bf0c7303d140403f6e04104100df,00,26bf,0c73,03d1,25.2 %,45.174220225122,5.714286054883725,00df
6974,2015-07-08 14:11:19,867.3,4,LoRa,125,SF11,4/5,on,-120,-5.5,2,0026c10c7303c140403f6e04104100df,00,26c1,0c73,03c1,25.2 %,45.174220225122,5.714286054883725,00df
6973,2015-07-08 14:11:18,867.7,6,LoRa,125,SF12,4/5,on,-122,-6.5,2,0026c10c7903c842403f6e04104100df,00,26c1,0c79,03c8,25.98 %,45.174220225122,5.714286054883725,00df
6971,2015-07-08 14:11:16,867.1,3,LoRa,125,SF7,4/5,on,-121,-8,2,0026c10c7303c641403f6e04104100df,00,26c1,0c73,03c6,25.59 %,45.174220225122,5.714286054883725,00df
6969,2015-07-08 14:11:15,867.7,6,LoRa,125,SF9,4/5,on,-120,-11.8,2,0026c00c7303c140403f6e04104100df,00,26c0,0c73,03c1,25.2 %,45.174220225122,5.714286054883725,00df
6966,2015-07-08 14:11:12,867.5,5,LoRa,125,SF12,4/5,on,-120,-10.5,2,0026c20c8603c13f403f6404103e00e2,00,26c2,0c86,03c1,24.8 %,45.174112936748614,5.714221681859693,00e2
6959,2015-07-08 14:11:06,868.5,2,LoRa,125,SF12,4/5,on,-122,-11.2,2,0026c20c8603bd3d403f6404103e00e2,00,26c2,0c86,03bd,24.02 %,45.174112936748614,5.714221681859693,00e2
6953,2015-07-08 14:11:00,867.9,7,LoRa,125,SF11,4/5,on,-124,-10.2,2,0026c20c7903c13f403f3604103600e4,00,26c2,0c79,03c1,24.8 %,45.17361941023104,5.714050020462277,00e4
6952,2015-07-08 14:10:59,868.1,0,LoRa,125,SF12,4/5,on,-124,-11.2,2,0026c30c8003b43f403f3604103600e4,00,26c3,0c80,03b4,24.8 %,45.17361941023104,5.714050020462277,00e4
6946,2015-07-08 14:10:54,867.5,5,LoRa,125,SF11,4/5,on,-121,-11.2,2,0026c10c7903bd3d403f3604103600e4,00,26c1,0c79,03bd,24.02 %,45.17361941023104,5.714050020462277,00e4
6945,2015-07-08 14:10:53,867.7,6,LoRa,125,SF12,4/5,on,-122,-9.2,2,0026c20c8003bf3f403ee404102a00eb,00,26c2,0c80,03bf,24.8 %,45.17273964556928,5.7137925283661515,00eb
6941,2015-07-08 14:10:49,867.7,6,LoRa,125,SF9,4/5,on,-121,-11.2,2,0026c10c7903c040403ee404102a00eb,00,26c1,0c79,03c0,25.2 %,45.17273964556928,5.7137925283661515,00eb
6875,2015-07-08 14:09:50,867.1,3,LoRa,125,SF12,4/5,on,-121,-11.8,2,0026bf0c7903d040403dae040ffe00e6,00,26bf,0c79,03d0,25.2 %,45.16941370599433,5.712848390680359,00e6
6871,2015-07-08 14:09:46,867.1,3,LoRa,125,SF9,4/5,on,-121,-12.2,2,0026bf0c7303d53e403dae040ffe00e6,00,26bf,0c73,03d5,24.41 %,45.16941370599433,5.712848390680359,00e6
6869,2015-07-08 14:09:45,867.7,6,LoRa,125,SF11,4/5,on,-121,-16.8,2,0026bf0c7903ca40403dae040ffe00e6,00,26bf,0c79,03ca,25.2 %,45.16941370599433,5.712848390680359,00e6
6834,2015-07-08 14:09:13,867.5,5,LoRa,125,SF11,4/5,on,-120,-13.5,2,0026c20cab03bc3f403db404100100e2,00,26c2,0cab,03bc,24.8 %,45.16947807901836,5.712912763704391,00e2
6742,2015-07-08 14:07:50,867.3,4,LoRa,125,SF12,4/5,on,-121,-16.2,2,0026be0cbe03de41403b9f040faa00e2,00,26be,0cbe,03de,25.59 %,45.163759608716916,5.711045946007483,00e2
6694,2015-07-08 14:07:07,867.3,4,LoRa,125,SF11,4/5,on,-122,-13.5,2,0026b90cbe03f83e403ab2040f8000e1,00,26b9,0cbe,03f8,24.41 %,45.16121687426768,5.710144723671045,00e1
6693,2015-07-08 14:07:05,867.9,7,LoRa,125,SF12,4/5,on,-121,-12.2,2,0026bb0cc403f841403ab2040f8000e1,00,26bb,0cc4,03f8,25.59 %,45.16121687426768,5.710144723671045,00e1
6687,2015-07-08 14:07:00,867.1,3,LoRa,125,SF11,4/5,on,-122,-11.2,2,0026bb0cc403f441403a8f040f7800e4,00,26bb,0cc4,03f4,25.59 %,45.16084136496083,5.709973062273629,00e4
6680,2015-07-08 14:06:54,868.1,0,LoRa,125,SF11,4/5,on,-122,-14.2,2,0026ba0cbe03fa3f403a8f040f7800e4,00,26ba,0cbe,03fa,24.8 %,45.16084136496083,5.709973062273629,00e4
6673,2015-07-08 14:06:48,867.7,6,LoRa,125,SF11,4/5,on,-120,-9.8,2,0026b80cc403fd40403a32040f6900e1,00,26b8,0cc4,03fd,25.2 %,45.159843583088346,5.709651197153472,00e1
6638,2015-07-08 14:06:16,867.1,7,LoRa,125,SF11,4/5,on,-124,-12.8,2,0026b80cbe04033e40397d040f4f00df,00,26b8,0cbe,0403,24.41 %,45.15790166353007,5.709093297611868,00df
6551,2015-07-08 14:04:56,867.3,4,LoRa,125,SF7,4/5,on,-120,-6.5,2,0026b70cc404163e403739040eea00ef,00,26b7,0cc4,0416,24.41 %,45.15167893787371,5.706926072469481,00ef
6547,2015-07-08 14:04:54,867.3,4,LoRa,125,SF11,4/5,on,-120,-5.2,2,0026b60cbe04253f403739040eea00ef,00,26b6,0cbe,0425,24.8 %,45.15167893787371,5.706926072469481,00ef
6543,2015-07-08 14:04:50,867.3,4,LoRa,125,SF8,4/5,on,-121,-6.8,2,0026b70cc404243f403728040ee700f0,00,26b7,0cc4,0424,24.8 %,45.151496547638956,5.70686169944545,00f0
6539,2015-07-08 14:04:46,867.3,4,LoRa,125,SF12,4/5,on,-122,-10,2,0026b70cc4041a3f403728040ee700f0,00,26b7,0cc4,041a,24.8 %,45.151496547638956,5.70686169944545,00f0
6533,2015-07-08 14:04:41,868.1,0,LoRa,125,SF11,4/5,on,-121,-13,2,0026b70cc40419404036d9040ed900f2,00,26b7,0cc4,0419,25.2 %,45.15064896948921,5.706561291999971,00f2
6518,2015-07-08 14:04:27,867.7,6,LoRa,125,SF12,4/5,on,-121,-10.8,2,0026b30ccb043c42403677040ec800f1,00,26b3,0ccb,043c,25.98 %,45.14959754343003,5.70619651153046,00f1
6491,2015-07-08 14:04:03,867.3,4,LoRa,125,SF11,4/5,on,-122,-14.8,2,0026b30cbe04344040362d040ebd00f1,00,26b3,0cbe,0434,25.2 %,45.14880360946698,5.705960477109012,00f1
6470,2015-07-08 14:03:44,867.7,6,LoRa,125,SF11,4/5,on,-122,-10.8,2,0026b20cbe04493e4035ae040ea800f2,00,26b2,0cbe,0449,24.41 %,45.147441047124985,5.705509865940793,00f2
6469,2015-07-08 14:03:43,868.1,0,LoRa,125,SF12,4/5,on,-122,-13.5,2,0026b10cc40443414035ae040ea800f2,00,26b1,0cc4,0443,25.59 %,45.147441047124985,5.705509865940793,00f2
6434,2015-07-08 14:03:11,867.9,7,LoRa,125,SF12,4/5,on,-124,-14.8,2,0026b40ccb042c3f403520040e9000ea,00,26b4,0ccb,042c,24.8 %,45.14591755222291,5.704994881748543,00ea
6288,2015-07-08 14:01:00,868.5,2,LoRa,125,SF11,4/5,on,-120,-15.2,2,0026ae0cb804683f403223040e0e00f4,00,26ae,0cb8,0468,24.8 %,45.13770999165892,5.7022053840405205,00f4
6253,2015-07-08 14:00:28,868.1,0,LoRa,125,SF11,4/5,on,-122,-15.2,2,0026aa0cb2047f4140316c040df100f8,00,26aa,0cb2,047f,25.59 %,45.13574661442597,5.701583111474885,00f8
6249,2015-07-08 14:00:24,868.3,1,LoRa,125,SF8,4/5,on,-121,-10.8,2,0026aa0cb804773f40316c040df100f8,00,26aa,0cb8,0477,24.8 %,45.13574661442597,5.701583111474885,00f8
6246,2015-07-08 14:00:22,867.7,6,LoRa,125,SF11,4/5,on,-121,-16.2,2,0026ab0cb204833e403161040df100f8,00,26ab,0cb2,0483,24.41 %,45.135628597215245,5.701583111474885,00f8
6241,2015-07-08 14:00:17,868.1,0,LoRa,125,SF9,4/5,on,-124,-13,2,0026aa0cb204813f403161040df100f8,00,26aa,0cb2,0481,24.8 %,45.135628597215245,5.701583111474885,00f8
6239,2015-07-08 14:00:16,867.5,5,LoRa,125,SF11,4/5,on,-121,-14,2,0026ac0cb2047a42403161040df100f8,00,26ac,0cb2,047a,25.98 %,45.135628597215245,5.701583111474885,00f8
6190,2015-07-08 13:59:32,867.1,7,LoRa,125,SF11,4/5,on,-124,-13.5,2,0026a70cab04933f403009040db900ed,00,26a7,0cab,0493,24.8 %,45.131937877170785,5.700381481692967,00ed
6182,2015-07-08 13:59:24,867.9,7,LoRa,125,SF12,4/5,on,-119,-14.5,2,0026a90cab049540403009040db900ed,00,26a9,0cab,0495,25.2 %,45.131937877170785,5.700381481692967,00ed
6176,2015-07-08 13:59:19,868.5,2,LoRa,125,SF11,4/5,on,-122,-15,2,0026a80c9f048e3f40300b040db800ee,00,26a8,0c9f,048e,24.8 %,45.13195933484546,5.70036002401829,00ee
6168,2015-07-08 13:59:11,867.1,3,LoRa,125,SF12,4/5,on,-122,-14.5,2,0026a90ca5049840402fea040db100f1,00,26a9,0ca5,0498,25.2 %,45.13160528321329,5.700209820295551,00f1
6155,2015-07-08 13:59:00,867.5,5,LoRa,125,SF11,4/5,on,-121,-14.5,2,0026a70c99049b3e402f84040da100f1,00,26a7,0c99,049b,24.41 %,45.13051094180476,5.699866497500717,00f1
6119,2015-07-08 13:58:27,867.3,4,LoRa,125,SF12,4/5,on,-121,-15.5,2,0026a60c9204a440402e9b040d7800f2,00,26a6,0c92,04a4,25.2 %,45.128011122704876,5.698986732838956,00f2
6106,2015-07-08 13:58:16,867.5,7,LoRa,125,SF11,4/5,on,-115,-10.2,2,0026a70c8c04a63e402e9c040d7700f2,00,26a7,0c8c,04a6,24.41 %,45.128021851542215,5.698965275164279,00f2
6105,2015-07-08 13:58:14,868.1,0,LoRa,125,SF12,4/5,on,-122,-12.2,2,0026a70c92049f41402e9c040d7700f2,00,26a7,0c92,049f,25.59 %,45.128021851542215,5.698965275164279,00f2
6100,2015-07-08 13:58:10,868.5,2,LoRa,125,SF10,4/5,on,-121,-12.5,2,0026a60c9204a041402e74040d7000f3,00,26a6,0c92,04a0,25.59 %,45.12759269804867,5.6988150714415395,00f3
6099,2015-07-08 13:58:09,867.3,4,LoRa,125,SF11,4/5,on,-122,-13,2,0026a50c8c04ab3e402e74040d7000f3,00,26a5,0c8c,04ab,24.41 %,45.12759269804867,5.6988150714415395,00f3
6092,2015-07-08 13:58:03,867.1,3,LoRa,125,SF11,4/5,on,-122,-13.2,2,0026a60c8604a23f402e74040d7000f3,00,26a6,0c86,04a2,24.8 %,45.12759269804867,5.6988150714415395,00f3
6084,2015-07-08 13:57:55,868.5,2,LoRa,125,SF12,4/5,on,-122,-14,2,0026a50c8c04af3f402e0f040d6100f3,00,26a5,0c8c,04af,24.8 %,45.12650908547748,5.698493206321383,00f3
6078,2015-07-08 13:57:50,867.9,7,LoRa,125,SF11,4/5,on,-124,-13.8,2,0026a40c8004b240402de8040d5a00f2,00,26a4,0c80,04b2,25.2 %,45.126090660821276,5.6983430025986435,00f2
6066,2015-07-08 13:57:39,867.7,6,LoRa,125,SF9,4/5,on,-121,-11.5,2,0026a40c7904ae3f402de8040d5a00f2,00,26a4,0c79,04ae,24.8 %,45.126090660821276,5.6983430025986435,00f2
6001,2015-07-08 13:56:41,868.1,0,LoRa,125,SF11,4/5,on,-121,-17.5,2,0026a60c80049f40402de9040d5b00f3,00,26a6,0c80,049f,25.2 %,45.126101389658615,5.6983644602733206,00f3
5945,2015-07-08 13:55:50,868.1,0,LoRa,125,SF11,4/5,on,-122,-17.2,2,0026a60c6704a73f402de9040d5a00f3,00,26a6,0c67,04a7,24.8 %,45.126101389658615,5.6983430025986435,00f3
5917,2015-07-08 13:55:25,868.1,0,LoRa,125,SF11,4/5,on,-124,-13.5,2,0026a50c5a04a841402de9040d5900f4,00,26a5,0c5a,04a8,25.59 %,45.126101389658615,5.698321544923966,00f4
5874,2015-07-08 13:54:46,867.9,7,LoRa,125,SF12,4/5,on,-122,-19.5,2,0026a60c3b04ac40402de9040d5800f4,00,26a6,0c3b,04ac,25.2 %,45.126101389658615,5.698300087249289,00f4
5857,2015-07-08 13:54:30,868.1,0,LoRa,125,SF8,4/5,on,-122,-10.5,2,0026a50c2e04b33f402de8040d5700f4,00,26a5,0c2e,04b3,24.8 %,45.126090660821276,5.698278629574612,00f4
5855,2015-07-08 13:54:29,867.3,4,LoRa,125,SF10,4/5,on,-122,-10.8,2,0026a50c2804b23e402de8040d5700f4,00,26a5,0c28,04b2,24.41 %,45.126090660821276,5.698278629574612,00f4
5854,2015-07-08 13:54:28,867.7,6,LoRa,125,SF11,4/5,on,-122,-11.2,2,0026a50c2204b33d402de8040d5700f4,00,26a5,0c22,04b3,24.02 %,45.126090660821276,5.698278629574612,00f4
5849,2015-07-08 13:54:23,868.1,0,LoRa,125,SF9,4/5,on,-124,-11,2,0026a50c2204a83f402de8040d5700f4,00,26a5,0c22,04a8,24.8 %,45.126090660821276,5.698278629574612,00f4
5846,2015-07-08 13:54:21,867.9,7,LoRa,125,SF12,4/5,on,-124,-11.5,2,0026a60c2804aa40402de8040d5700f4,00,26a6,0c28,04aa,25.2 %,45.126090660821276,5.698278629574612,00f4
5840,2015-07-08 13:54:16,867.1,3,LoRa,125,SF11,4/5,on,-121,-9.2,2,0026a60c1c04a440402de8040d5700f4,00,26a6,0c1c,04a4,25.2 %,45.126090660821276,5.698278629574612,00f4
5839,2015-07-08 13:54:14,867.3,4,LoRa,125,SF12,4/5,on,-121,-5.5,2,0026a70c2204a43e402de8040d5700f4,00,26a7,0c22,04a4,24.41 %,45.126090660821276,5.698278629574612,00f4
5834,2015-07-08 13:54:10,867.9,7,LoRa,125,SF10,4/5,on,-124,-12,2,0026a60c1c04a73f402dea040d5900f5,00,26a6,0c1c,04a7,24.8 %,45.12611211849595,5.698321544923966,00f5
5827,2015-07-08 13:54:04,867.5,5,LoRa,125,SF10,4/5,on,-121,-8.8,2,0026a50c1c04ae41402dea040d5900f5,00,26a5,0c1c,04ae,25.59 %,45.12611211849595,5.698321544923966,00f5
5826,2015-07-08 13:54:03,867.7,6,LoRa,125,SF11,4/5,on,-124,-12,2,0026a50c1504ac40402dea040d5900f5,00,26a5,0c15,04ac,25.2 %,45.12611211849595,5.698321544923966,00f5
5820,2015-07-08 13:53:57,867.1,3,LoRa,125,SF10,4/5,on,-122,-9.8,2,0026a50c1504b33f402de8040d5a00f5,00,26a5,0c15,04b3,24.8 %,45.126090660821276,5.6983430025986435,00f5
5819,2015-07-08 13:53:57,867.5,5,LoRa,125,SF11,4/5,on,-122,-14,2,0026a40c1504b341402de8040d5a00f5,00,26a4,0c15,04b3,25.59 %,45.126090660821276,5.6983430025986435,00f5
5812,2015-07-08 13:53:50,868.5,2,LoRa,125,SF11,4/5,on,-121,-14.8,2,0026a60c1504aa3f402ddb040d5700f3,00,26a6,0c15,04aa,24.8 %,45.125951185935875,5.698278629574612,00f3
5807,2015-07-08 13:53:45,867.3,4,LoRa,125,SF9,4/5,on,-121,-8.2,2,0026a50c1504af3e402ddb040d5700f3,00,26a5,0c15,04af,24.41 %,45.125951185935875,5.698278629574612,00f3
5776,2015-07-08 13:53:17,867.1,3,LoRa,125,SF12,4/5,on,-121,-9.2,2,0026a60c3b04a341402de4040d4700f3,00,26a6,0c3b,04a3,25.59 %,45.12604774547192,5.697935306779779,00f3
5723,2015-07-08 13:52:30,867.3,4,LoRa,125,SF9,4/5,on,-121,-13,2,0026a60c22049c40402e21040d5100fb,00,26a6,0c22,049c,25.2 %,45.126702204549574,5.69814988352655,00fb
5720,2015-07-08 13:52:27,867.1,3,LoRa,125,SF12,4/5,on,-122,-11,2,0026a80c22049f3e402e21040d5100fb,00,26a8,0c22,049f,24.41 %,45.126702204549574,5.69814988352655,00fb
5671,2015-07-08 13:51:43,867.3,4,LoRa,125,SF12,4/5,on,-125,-14.2,2,0026a80c2204a240402e67040d5900f8,00,26a8,0c22,04a2,25.2 %,45.12745322316327,5.698321544923966,00f8
5636,2015-07-08 13:51:11,867.1,3,LoRa,125,SF12,4/5,on,-124,-16,2,0026a80c22049041402e86040d6100fa,00,26a8,0c22,0490,25.59 %,45.12778581712077,5.698493206321383,00fa
5630,2015-07-08 13:51:06,867.7,6,LoRa,125,SF11,4/5,on,-122,-12.8,2,0026a80c1504973f402e86040d6100fa,00,26a8,0c15,0497,24.8 %,45.12778581712077,5.698493206321383,00fa
5629,2015-07-08 13:51:05,868.1,0,LoRa,125,SF12,4/5,on,-124,-14,2,0026a80c2204953e402e86040d6100fa,00,26a8,0c22,0495,24.41 %,45.12778581712077,5.698493206321383,00fa
5566,2015-07-08 13:50:08,867.7,6,LoRa,125,SF12,4/5,on,-122,-12,2,0026a70c2e04a141402ed0040d6d00f1,00,26a7,0c2e,04a1,25.59 %,45.12857975108382,5.698750698417508,00f1
5483,2015-07-08 13:48:53,867.3,4,LoRa,125,SF11,4/5,on,-121,-15.8,2,0026a80c5404993f402f25040d7b00da,00,26a8,0c54,0499,24.8 %,45.129491702257596,5.699051105862988,00da
5482,2015-07-08 13:48:52,867.7,6,LoRa,125,SF12,4/5,on,-122,-12.5,2,0026a90c5a049540402f31040d7d00d9,00,26a9,0c5a,0495,25.2 %,45.12962044830566,5.699094021212342,00d9
5434,2015-07-08 13:48:09,867.9,7,LoRa,125,SF11,4/5,on,-121,-13.8,2,0026a80c54049340402f65040d8800d4,00,26a8,0c54,0493,25.2 %,45.13017834784726,5.69933005563379,00d4
5419,2015-07-08 13:47:55,867.3,4,LoRa,125,SF12,4/5,on,-122,-15,2,0026a90c5a048d3e402f78040d8900d1,00,26a9,0c5a,048d,24.41 %,45.130382195756695,5.699351513308467,00d1
5406,2015-07-08 13:47:44,867.9,7,LoRa,125,SF11,4/5,on,-124,-14.5,2,0026a80c4e04933e402f80040d8900d2,00,26a8,0c4e,0493,24.41 %,45.130468026455404,5.699351513308467,00d2
5392,2015-07-08 13:47:31,868.5,2,LoRa,125,SF11,4/5,on,-120,-14.8,2,0026a80c47049040402f96040d8d00d2,00,26a8,0c47,0490,25.2 %,45.13070406087685,5.699437344007175,00d2
5391,2015-07-08 13:47:30,867.5,5,LoRa,125,SF12,4/5,on,-120,-13.2,2,0026a90c47048a3e402f96040d8d00d2,00,26a9,0c47,048a,24.41 %,45.13070406087685,5.699437344007175,00d2
5354,2015-07-08 13:46:56,867.9,7,LoRa,125,SF7,4/5,on,-124,-6,2,0026a90c3b04923d402fbf040d9400d9,00,26a9,0c3b,0492,24.02 %,45.13114394320773,5.699587547729915,00d9
5342,2015-07-08 13:46:45,867.9,7,LoRa,125,SF12,4/5,on,-121,-12.2,2,0026a90c2e049642402fce040d9600da,00,26a9,0c2e,0496,25.98 %,45.13130487576781,5.699630463079269,00da
5314,2015-07-08 13:46:20,867.7,6,LoRa,125,SF12,4/5,on,-122,-14.5,2,0026aa0c28049542402ff2040da000e2,00,26aa,0c28,0495,25.98 %,45.131691113912,5.69984503982604,00e2
5307,2015-07-08 13:46:14,867.3,4,LoRa,125,SF12,4/5,on,-122,-9,2,0026a90c1c04923e402ff2040da000e2,00,26a9,0c1c,0492,24.41 %,45.131691113912,5.69984503982604,00e2
5294,2015-07-08 13:46:03,867.7,6,LoRa,125,SF11,4/5,on,-120,-13.8,2,0026a90c15048541402ffe040da300e6,00,26a9,0c15,0485,25.59 %,45.13181985996006,5.699909412850071,00e6
5287,2015-07-08 13:45:56,867.3,4,LoRa,125,SF11,4/5,on,-121,-15.2,2,0026aa0c0f047f4040300f040da100eb,00,26aa,0c0f,047f,25.2 %,45.132002250194816,5.699866497500717,00eb
5279,2015-07-08 13:45:49,867.3,4,LoRa,125,SF12,4/5,on,-122,-13.8,2,0026ab0c09047d4140301b040da500f0,00,26ab,0c09,047d,25.59 %,45.13213099624288,5.6999523281994255,00f0
5259,2015-07-08 13:45:31,867.5,5,LoRa,125,SF11,4/5,on,-120,-16.2,2,0026aa0bf0048340403042040da800f8,00,26aa,0bf0,0483,25.2 %,45.13254942089908,5.700016701223457,00f8
5251,2015-07-08 13:45:23,867.3,4,LoRa,125,SF12,4/5,on,-120,-17.8,2,0026ab0bf0047d41403042040da800f8,00,26ab,0bf0,047d,25.59 %,45.13254942089908,5.700016701223457,00f8
5202,2015-07-08 13:44:39,868.1,0,LoRa,125,SF12,4/5,on,-122,-17.5,2,0026aa0bca048341403076040db300ee,00,26aa,0bca,0483,25.59 %,45.133107320440686,5.700252735644905,00ee
